Array1,Array2,Cosine Similarity
Rapamycin,CD532,0.3744356772279643
Rapamycin,NSC319726,0.3319865264787728
Rapamycin,IOX2,0.6237416174291187
Rapamycin,Cyclopamine,0.7239595762515039
Rapamycin,S-Trityl-L-cysteine,0.5528134553975607
Rapamycin,TGX221,0.5198300924937254
Rapamycin,XMD8-85,0.5033801932265218
Rapamycin,NSC-87877,0.44147400364003564
Rapamycin,QS11,0.5042328378903224
Rapamycin,CP466722,0.4369201003259973
Rapamycin,DMOG,0.5415303610738823
Rapamycin,OSU-03012,0.4252766335619246
Rapamycin,Embelin,0.6249582855934659
Rapamycin,IPA-3,0.4730843679274042
Rapamycin,GSK650394,0.5045186266107676
Rapamycin,BAY-61-3606,0.48995919728458104
Rapamycin,LFM-A13,0.42895023278596156
Rapamycin,GW-2580,0.5091331749765982
Rapamycin,AS601245,0.3315790191263538
Rapamycin,BX-912,0.3418470469817282
Rapamycin,AS605240,0.39390237479114915
Rapamycin,AKT inhibitor VIII,0.4164817166748682
Rapamycin,GSK429286A,0.45034762132237566
Rapamycin,QL-XII-47,0.42645874088064994
Rapamycin,IC-87114,0.4319987580053563
Rapamycin,STF-62247,0.3361696604240449
Rapamycin,FR-180204,0.3534430028951281
Rapamycin,Tubastatin A,0.4855567084988305
Rapamycin,NSC-207895,0.36737448141840334
Rapamycin,CAY10603,0.5317484682539249
Rapamycin,BIX02189,0.5242099481191498
Rapamycin,SU11274,0.4593064605163987
Rapamycin,NVP-BHG712,0.40824829046386296
Rapamycin,SB52334,0.5334866350207669
Rapamycin,Y-39983,0.4408031310908608
Rapamycin,QL-X-138,0.42138167013974126
Rapamycin,Tenovin-6,0.5120126533101845
Rapamycin,AT7867,0.3971307473153582
Rapamycin,TWS119,0.4658857451493862
Rapamycin,Torin 2,0.4054853601816016
Rapamycin,AST-1306,0.4358685462133783
Rapamycin,kb NB 142-70,0.5406962408237219
Rapamycin,Ara-G,0.4499505135150107
Rapamycin,IMD-0354,0.5193448205805963
Rapamycin,MIM1,0.536954705679219
Rapamycin,ETP-45835,0.3898699750884337
Rapamycin,SB505124,0.46907777165133857
Rapamycin,A-83-01,0.37646835454040156
Rapamycin,BAM7,0.4425987799945526
Rapamycin,Kobe2602,0.3439179697143973
Rapamycin,RU-SKI 43,0.5900005035824162
Rapamycin,BX795,0.37551630191996316
Rapamycin,SL0101,0.6599120175960899
Rapamycin,JNK Inhibitor VIII,0.5055139511810822
Rapamycin,Mirin,0.4773266637951166
Rapamycin,SB590885,0.46641537504854824
Rapamycin,CCT007093,0.36372915405447975
Rapamycin,EHT-1864,0.5120676844363132
Rapamycin,XMD8-92,0.5352130972362354
Rapamycin,KU-60019,0.6082280402724024
Rapamycin,CHIR-99021,0.3442490102855183
Rapamycin,AZD3514,0.5871711797029184
Rapamycin,BPTES,0.44801433668816465
Rapamycin,SB216763,0.4460823986807233
Rapamycin,KU-55933,0.5783179168097993
Rapamycin,Wee1 Inhibitor,0.4710796448285173
Rapamycin,Nutlin-3a (-),0.587398106378407
Rapamycin,PD173074,0.4951376478541907
Rapamycin,ZM447439,0.5412267275422604
Rapamycin,BMS-536924,0.5205456194566275
Rapamycin,Tozasertib,0.3926095117785648
Rapamycin,PF-4708671,0.3646452637445894
Rapamycin,EPZ004777,0.5370615799888024
Rapamycin,YK-4-279,0.5756405190467908
Rapamycin,BMS-345541,0.3473521844013346
Rapamycin,AZ960,0.3594983178394067
Rapamycin,XAV939,0.4354553000860956
Rapamycin,AZD5438,0.3276034200241562
Rapamycin,AZD1208,0.5080645161290323
Rapamycin,AZD1332,0.37135323589064306
Rapamycin,SCH772984,0.44787217760583325
Rapamycin,WZ4003,0.46184220521170705
Rapamycin,CZC24832,0.3457225679449631
Rapamycin,GSK2606414,0.4519276044234408
Rapamycin,PCI-34051,0.5111570295924883
Rapamycin,Wnt-C59,0.4806191960793628
Rapamycin,ML323,0.37033430089687225
Rapamycin,PRT062607,0.3752534395654979
Rapamycin,AGI-6780,0.4041119295602435
Rapamycin,Elephantin,0.6739498346918169
Rapamycin,Sinularin,0.7219385033690996
Rapamycin,LY2109761,0.4964540038963354
Rapamycin,MN-64,0.5562512875485016
Rapamycin,AGI-5198,0.49086862427156264
Rapamycin,GSK2578215A,0.5393250174181671
Rapamycin,I-BRD9,0.5110690495457098
Rapamycin,MIRA-1,0.5207005207007811
Rapamycin,NVP-ADW742,0.47537439932037445
Rapamycin,P22077,0.36326067973119086
Rapamycin,UMI-77,0.4572760462657969
Rapamycin,WIKI4,0.48657623946882766
Rapamycin,WEHI-539,0.5006745485369216
Rapamycin,BIBR-1532,0.5823315580219863
Rapamycin,Pyridostatin,0.5244348755353125
Rapamycin,VX-11e,0.5118206889533112
Rapamycin,LJI308,0.5520403494177697
Rapamycin,AZ6102,0.45034762132237566
Rapamycin,GSK591,0.5142361949601266
Rapamycin,VE821,0.424538052640202
Rapamycin,AT13148,0.45809017126314266
Rapamycin,FMK,0.5013187664201169
Rapamycin,AZ628,0.4791675260559355
Rapamycin,Imatinib,0.4437919931781382
Rapamycin,CGP-60474,0.4046728069010336
Rapamycin,A-443654,0.4647137036821859
Rapamycin,Mitomycin-C,0.645115047173733
Rapamycin,Midostaurin,0.5407201139399462
Rapamycin,JNK-9L,0.44141518954439135
Rapamycin,HG6-64-1,0.4888237167378444
Rapamycin,Shikonin,0.5887096774193548
Rapamycin,BMS-754807,0.39297188779668474
Rapamycin,Bexarotene,0.572381837362032
Rapamycin,Pazopanib,0.3557447597846733
Rapamycin,ZSTK474,0.4207587491922135
Rapamycin,AR-42,0.518628317842664
Rapamycin,Alectinib,0.509766123532412
Rapamycin,Pelitinib,0.49458155622921884
Rapamycin,WYE-125132,0.5222438222805607
Rapamycin,CAY10566,0.48108563042886154
Rapamycin,Flavopiridol,0.6612046966362916
Rapamycin,Refametinib,0.494525193953032
Rapamycin,CI-1040,0.45701768667281434
Rapamycin,GW441756,0.4544267180080218
Rapamycin,VX-702,0.44286695590018277
Rapamycin,AZD8055,0.5480336406647859
Rapamycin,GSK269962A,0.5011457950513643
Rapamycin,(5Z)-7-Oxozeaenol,0.6375355777548618
Rapamycin,AZD8931,0.5040161287741856
Rapamycin,AZD1480,0.24374276622550098
Rapamycin,Dinaciclib,0.4574471314297732
Rapamycin,Podophyllotoxin bromide,0.5925438255602431
Rapamycin,Dihydrorotenone,0.5885535860591884
Rapamycin,PHA-665752,0.44259877999455266
Rapamycin,Saracatinib,0.512251632391253
Rapamycin,GNF-2,0.46256280260062554
Rapamycin,CGP-082996,0.46293865548184665
Rapamycin,BMS-509744,0.5389551170130392
Rapamycin,CMK,0.49274858334985955
Rapamycin,Parthenolide,0.6668367824332131
Rapamycin,GSK319347A,0.4298690382306284
Rapamycin,PF-562271,0.4307835692183694
Rapamycin,FTI-277,0.5703234321017341
Rapamycin,PAC-1,0.5740747931053585
Rapamycin,YM201636,0.5088816890758623
Rapamycin,Sphingosine Kinase 1 Inhibitor II,0.5811966662334487
Rapamycin,LDN-193189,0.36291156112791456
Rapamycin,Bosutinib,0.46832963048874665
Rapamycin,RO-3306,0.38568249049908493
Rapamycin,ZG-10,0.4447448172628123
Rapamycin,Rucaparib,0.4572361801727448
Rapamycin,AZ20,0.4303220523325556
Rapamycin,Piperlongumine,0.611188111188417
Rapamycin,SGC0946,0.5300591737990807
Rapamycin,AZD8835,0.46840550227874667
Rapamycin,MK-1775,0.49773849246986857
Rapamycin,GSK343,0.45659400024389973
Rapamycin,Gallibiscoquinazole,0.559155691063442
Rapamycin,Buparlisib,0.43858794776407634
Rapamycin,GNE-317,0.4846653282825778
Rapamycin,Telomerase Inhibitor IX,0.580809122492043
Sunitinib,Paclitaxel,0.6059604555838318
Sunitinib,Dasatinib,0.7374439161127878
Sunitinib,Bortezomib,0.8383249197202511
Sunitinib,Doxorubicin,0.5133511583357981
Sunitinib,Gemcitabine,0.43844470147054715
Sunitinib,Vinorelbine,0.6999224505619954
Sunitinib,Ponatinib,0.7794112224705325
Sunitinib,Luminespib,0.7185000471973899
Sunitinib,Bryostatin 1,0.40626245784840587
Sunitinib,Epothilone B,0.5495347131839812
Sunitinib,Ispinesib Mesylate,0.7934468876593392
Sunitinib,Cabozantinib,0.7110311261882941
Sunitinib,Quizartinib,0.6766164279581891
Sunitinib,CUDC-101,0.6726588884718305
Sunitinib,Linifanib,0.7475450015964022
Sunitinib,Omipalisib,0.6854379294322297
Sunitinib,Tivozanib,0.6770084472326212
Sunitinib,Trichostatin A,0.7888948958840879
Sunitinib,Panobinostat,0.874581399136841
Sunitinib,ARRY-520,0.6966404012326934
Sunitinib,Vinblastine,0.6999224505619954
Sunitinib,Docetaxel,0.5972058130371565
Sunitinib,Methotrexate,0.7777825906846189
Sunitinib,Temsirolimus,0.46094487008153895
Sunitinib,Lestaurtinib,0.7813769537702517
Sunitinib,Tanespimycin,0.5935381889140299
Sunitinib,Motesanib,0.8308729538481624
Sunitinib,Elesclomol,0.6825209291853216
Sunitinib,PD0325901,0.7851388848194005
Sunitinib,Daporinad,0.8464861424907166
Sunitinib,Trametinib,0.740274464382235
Sunitinib,AZD6094,0.6923461400197578
Sunitinib,SN-38,0.7389983935729498
Sunitinib,Camptothecin,0.7780758318811173
Sunitinib,Cytarabine,0.42340489921997065
Sunitinib,Navitoclax,0.683964166421318
Sunitinib,Nilotinib,0.8269850850911123
Sunitinib,AZD7762,0.8068280484161389
Sunitinib,Afatinib,0.689098839174271
Sunitinib,Staurosporine,0.7946101111602908
Sunitinib,Dactolisib,0.7541822390332481
Sunitinib,Sorafenib,0.7471591718924568
Sunitinib,BI-2536,0.7201249120253888
Sunitinib,Dabrafenib,0.7048188342132172
Sunitinib,Epirubicin,0.5133511583357981
Sunitinib,AZD5991,0.667377862269839
Sunitinib,Topotecan,0.7274206792451325
Sunitinib,Mitoxantrone,0.7007064002615944
Sunitinib,Dactinomycin,0.7049086791461434
Sunitinib,Vincristine,0.7201579347479214
Sunitinib,Venetoclax,0.7201579347479214
Sunitinib,Savolitinib,0.6923461400197578
Sunitinib,Foretinib,0.7018610129924966
Sunitinib,Pyrimethamine,0.6922209076316103
Sunitinib,Seliciclib,0.7296455646611639
Sunitinib,Etoposide,0.4480613945462524
Sunitinib,Fluorouracil,0.4550910273091031
Sunitinib,Bleomycin,0.6289169756042753
Sunitinib,Phenformin,0.6474109898119005
Sunitinib,Tipifarnib,0.7556481715980345
Sunitinib,Avagacestat,0.6671418389769357
Sunitinib,AT-7519,0.8051977055637618
Sunitinib,TAK-715,0.7800239190689389
Sunitinib,Enzastaurin,0.8659231032225337
Sunitinib,Idelalisib,0.8593123126488097
Sunitinib,CP724714,0.6766537793564026
Sunitinib,ACY-1215,0.8000666056116377
Sunitinib,Zibotentan,0.7213912193138508
Sunitinib,Belinostat,0.667452367194689
Sunitinib,I-BET-762,0.7224076242073069
Sunitinib,JNJ38877605,0.7153277809229627
Sunitinib,Masitinib,0.7938841860374442
Sunitinib,Amuvatinib,0.6923371748248744
Sunitinib,OSI-930,0.7717436331412895
Sunitinib,OSI-027,0.7114378334399104
Sunitinib,CX-5461,0.7934920476158729
Sunitinib,PHA-793887,0.720474822228819
Sunitinib,Fedratinib,0.6226721014338334
Sunitinib,GSK690693,0.6272619459659752
Sunitinib,T0901317,0.6359739199034701
Sunitinib,Selisistat,0.8363496311496881
Sunitinib,CI-1033,0.680528163095136
Sunitinib,PF-00299804,0.6947132782577922
Sunitinib,Pilaralisib,0.625707391045699
Sunitinib,GSK1059615,0.7921180343813397
Sunitinib,Voxtalisib,0.7460771349231043
Sunitinib,BIBF-1120,0.8221012779120522
Sunitinib,Apitolisib,0.6753162235998845
Sunitinib,CPI-613,0.5633885481167058
Sunitinib,Pemetrexed,0.8097157136962382
Sunitinib,FTY-720,0.5928078850947338
Sunitinib,AICA Ribonucleotide,0.5148955282255671
Sunitinib,Tretinoin,0.48186942465242666
Sunitinib,Veliparib,0.8706407052586305
Sunitinib,Lenalidomide,0.8217640538078548
Sunitinib,Vismodegib,0.7678360453334867
Sunitinib,Serdemetan,0.812076136698411
Sunitinib,Capivasertib,0.7488228373750637
Sunitinib,CCT-018159,0.5894397034383698
Sunitinib,Temozolomide,0.5496481403962038
Sunitinib,Bicalutamide,0.6740310804196752
Sunitinib,Gefitinib,0.6490967226180419
Sunitinib,Vorinostat,0.7591131162821168
Sunitinib,Olaparib,0.7641083789760239
Sunitinib,Axitinib,0.8172480735680987
Sunitinib,PLX-4720,0.7876575472657561
Sunitinib,Doramapimod,0.6809065496481951
Sunitinib,Alisertib,0.6755414716253116
Sunitinib,MK-2206,0.7788041780270685
Sunitinib,Palbociclib,0.7592514165936709
Sunitinib,Pictilisib,0.6984613186992856
Sunitinib,Obatoclax Mesylate,0.8083276966418823
Sunitinib,Crizotinib,0.641187000918717
Sunitinib,Irinotecan,0.7167193751978006
Sunitinib,PRIMA-1MET,0.39507256729730655
Sunitinib,Erlotinib,0.640261384532033
Sunitinib,Niraparib,0.8358616763379025
Sunitinib,Tamoxifen,0.5158296849554644
Sunitinib,Fulvestrant,0.4501837859990856
Sunitinib,Talazoparib,0.7960474345404791
Sunitinib,AZD2014,0.7861178559366649
Sunitinib,Ruxolitinib,0.7323022184426179
Sunitinib,Linsitinib,0.7211361509955265
Sunitinib,Cyclophosphamide,0.3133439946269479
Sunitinib,Pevonedistat,0.6891542375759271
Sunitinib,Sapitinib,0.6806139097297722
Sunitinib,Uprosertib,0.7457922316042496
Sunitinib,LCL161,0.8103941293130271
Sunitinib,Lapatinib,0.690703297531043
Sunitinib,Alpelisib,0.7756293831473047
Sunitinib,Taselisib,0.6719505884651831
Sunitinib,EPZ5676,0.7145774380937867
Sunitinib,Leflunomide,0.7895140518053055
Sunitinib,Entinostat,0.8007667258466238
Sunitinib,LGK974,0.7900653798959995
Sunitinib,VE-822,0.7287288601626726
Sunitinib,RVX-208,0.6503185863441958
Sunitinib,OTX015,0.7023913019780185
Sunitinib,Entospletinib,0.7234780434144721
Sunitinib,Ribociclib,0.7861178559366649
Sunitinib,Selumetinib,0.7719036425086582
Sunitinib,Ibrutinib,0.6837048345489702
Sunitinib,Zoledronate,0.4082000655165017
Sunitinib,Acetalax,0.6908044237339604
Sunitinib,Carmustine,0.32539568672798436
Sunitinib,Teniposide,0.43266951760855227
Sunitinib,Fludarabine,0.5105227557738204
Sunitinib,Nelarabine,0.47504659049302284
Sunitinib,Ulixertinib,0.8009999814513239
Sunitinib,Afuresertib,0.7960474345404791
Sunitinib,AZD3759,0.6758722715066535
Sunitinib,AZD5363,0.6758722715066535
Sunitinib,AZD6738,0.712990613523952
Sunitinib,AZD8186,0.6947088029207737
Sunitinib,Osimertinib,0.7162688500017275
Sunitinib,Cediranib,0.6979672224246078
Sunitinib,Ipatasertib,0.7317272966080376
Sunitinib,GDC0810,0.7050497389192032
Sunitinib,AMG-319,0.7671932182792477
Sunitinib,MK-8776,0.6644986392449886
Sunitinib,AZD6482,0.7671932182792478
Sunitinib,Dacinostat,0.8366013071895422
Sunitinib,Sepantronium bromide,0.7695697785914664
Sunitinib,SNX-2112,0.8264309244084362
Sunitinib,TW 37,0.6152608553176836
Sunitinib,AZD-4877,0.8208512602438093
Sunitinib,AZD-4547,0.7378905866903744
Sunitinib,ABT-737,0.6853986006916459
Sunitinib,PI-103,0.7006584723271845
Sunitinib,TPCA-1,0.7503063099984761
Sunitinib,Brivanib,0.6914173051223083
Sunitinib,"CAP-232, TT-232, TLN-232",0.7736802575994257
Sunitinib,AZD5153,0.6756349554583557
Sunitinib,JQ1,0.6847353148097299
Sunitinib,NVP-TAE684,0.5843894352122851
Sunitinib,A-770041,0.737351294051405
Sunitinib,WH-4-023,0.6456111855678578
Sunitinib,GW843682X,0.6938212862274854
Sunitinib,GSK1070916,0.7700267375036979
Sunitinib,NG-25,0.7525175854257772
Sunitinib,CD532,0.7415919907808632
Sunitinib,NSC319726,0.6997984269451132
Sunitinib,IOX2,0.7279040394567402
Sunitinib,Cyclopamine,0.45543808585049383
Sunitinib,S-Trityl-L-cysteine,0.5972071221521275
Sunitinib,TGX221,0.7374217583399628
Sunitinib,XMD8-85,0.7405462656771223
Sunitinib,NSC-87877,0.6278381034295213
Sunitinib,QS11,0.6525354434128536
Sunitinib,CP466722,0.6518191282356013
Sunitinib,DMOG,0.3656362120635654
Sunitinib,OSU-03012,0.7987190180011841
Sunitinib,Embelin,0.4670818205522202
Sunitinib,IPA-3,0.4491268604071924
Sunitinib,GSK650394,0.7350787212635913
Sunitinib,BAY-61-3606,0.7333084603832253
Sunitinib,LFM-A13,0.6814662756363816
Sunitinib,GW-2580,0.5989096847250981
Sunitinib,AS601245,0.6840748398460669
Sunitinib,BX-912,0.7437272798423933
Sunitinib,AS605240,0.7761324577069105
Sunitinib,AKT inhibitor VIII,0.7621718739687517
Sunitinib,GSK429286A,0.8046172777075039
Sunitinib,QL-XII-47,0.7930176576518291
Sunitinib,IC-87114,0.8264309244084362
Sunitinib,STF-62247,0.7039626032336547
Sunitinib,FR-180204,0.7337817041119781
Sunitinib,Tubastatin A,0.8742488739283245
Sunitinib,NSC-207895,0.6908590531337974
Sunitinib,CAY10603,0.7998678013706579
Sunitinib,BIX02189,0.8519114604838015
Sunitinib,SU11274,0.8929041860766357
Sunitinib,NVP-BHG712,0.7884051517161171
Sunitinib,SB52334,0.7763325904819741
Sunitinib,Y-39983,0.8246724094164597
Sunitinib,QL-X-138,0.8146709456348613
Sunitinib,Tenovin-6,0.7822037759107713
Sunitinib,AT7867,0.651945681144681
Sunitinib,TWS119,0.6664685782158029
Sunitinib,Torin 2,0.774136284850595
Sunitinib,AST-1306,0.6838840072295849
Sunitinib,kb NB 142-70,0.633460038012671
Sunitinib,Ara-G,0.5377650959386553
Sunitinib,IMD-0354,0.6688452701197677
Sunitinib,MIM1,0.5303925005529174
Sunitinib,ETP-45835,0.7639021285891834
Sunitinib,SB505124,0.6862199595008421
Sunitinib,A-83-01,0.7575796116874551
Sunitinib,BAM7,0.6814096131973161
Sunitinib,Kobe2602,0.6262638241991111
Sunitinib,RU-SKI 43,0.6032819311128857
Sunitinib,BX795,0.7375856844858888
Sunitinib,SL0101,0.4686698370089591
Sunitinib,JNK Inhibitor VIII,0.6943055416638887
Sunitinib,Mirin,0.5601645942112925
Sunitinib,SB590885,0.6865807708952634
Sunitinib,CCT007093,0.5184604048166274
Sunitinib,EHT-1864,0.7129994950030258
Sunitinib,XMD8-92,0.7254486075327635
Sunitinib,KU-60019,0.6545542571094463
Sunitinib,CHIR-99021,0.7109736629101988
Sunitinib,AZD3514,0.6032296315006227
Sunitinib,BPTES,0.6698105143372365
Sunitinib,SB216763,0.8345490777434564
Sunitinib,KU-55933,0.5278641140253967
Sunitinib,Wee1 Inhibitor,0.7679492927283189
Sunitinib,Nutlin-3a (-),0.6009177011530136
Sunitinib,PD173074,0.6510291923469527
Sunitinib,ZM447439,0.7092072207969554
Sunitinib,BMS-536924,0.7475658184884465
Sunitinib,Tozasertib,0.7312724241271301
Sunitinib,PF-4708671,0.7449281187605941
Sunitinib,EPZ004777,0.7193416233051793
Sunitinib,YK-4-279,0.6387396813549321
Sunitinib,BMS-345541,0.7361602572027813
Sunitinib,AZ960,0.7573172464461027
Sunitinib,XAV939,0.678496909547851
Sunitinib,AZD5438,0.6924357433015385
Sunitinib,AZD1208,0.7695720873019567
Sunitinib,AZD1332,0.6686245759238975
Sunitinib,SCH772984,0.7660776858360212
Sunitinib,WZ4003,0.6352123512856336
Sunitinib,CZC24832,0.6732907416705903
